chromosome	family	start	end	size	genes
1	123	3143601	3286357	9	Os01g0160200,Os01g0160700,Os01g0161000,Os01g0161300,Os01g0162200,Os01g0162300,Os01g0162500,Os01g0162800,Os01g0163000
1	1499	3312670	3321035	2	Os01g0164075,Os01g0164300
1	1179	3397441	3403488	2	Os01g0166100,Os01g0166300
1	1516	3878164	3898729	2	Os01g0175600,Os01g0175700
1	2941	3878702	3898734	2	Os01g0175633,Os01g0175733
1	5	3914804	3926323	4	Os01g0175850,Os01g0176000,Os01g0176100,Os01g0176200
1	2041	3918125	3921821	2	Os01g0176050,Os01g0176150
1	71	4418239	4423105	2	Os01g0183500,Os01g0183600
1	19	4566304	4573271	2	Os01g0185900,Os01g0186000
1	41	4761327	4794940	3	Os01g0188900,Os01g0189100,Os01g0189700
1	8	5148879	5203996	3	Os01g0195700,Os01g0195801,Os01g0196300
1	2964	5288136	5317280	2	Os01g0197900,Os01g0198000
1	958	5373712	5385088	2	Os01g0198900,Os01g0199300
1	2062	5579959	5596237	2	Os01g0201800,Os01g0201900
1	7	5799607	5810655	2	Os01g0206300,Os01g0206700
1	963	5828556	5843671	3	Os01g0207200,Os01g0207400,Os01g0207600
1	44	5848166	5863577	3	Os01g0207700,Os01g0207900,Os01g0208000
1	1540	6031025	6078239	4	Os01g0210900,Os01g0211000,Os01g0211200,Os01g0211600
1	4	6172143	6200202	3	Os01g0212700,Os01g0213100,Os01g0213400
1	24	6267440	6381837	10	Os01g0214600,Os01g0214800,Os01g0215000,Os01g0215500,Os01g0215700,Os01g0216000,Os01g0216300,Os01g0216400,Os01g0216500,Os01g0216900
1	1205	6412786	6435651	2	Os01g0217500,Os01g0217800
1	1544	6507356	6521026	2	Os01g0218800,Os01g0218900
1	133	6541971	6568140	2	Os01g0219600,Os01g0220100
1	1	6713909	6716305	2	Os01g0222800,Os01g0222900
1	24	6718349	6765888	3	Os01g0223000,Os01g0223200,Os01g0223500
1	1	6766511	6793320	5	Os01g0223600,Os01g0223700,Os01g0223800,Os01g0223900,Os01g0224000
1	2988	6909800	6915127	2	Os01g0225400,Os01g0225500
1	6	7049941	7073788	4	Os01g0227400,Os01g0227500,Os01g0227700,Os01g0227800
1	2996	7282051	7294209	2	Os01g0231800,Os01g0231900
1	67	7297781	7303771	2	Os01g0232000,Os01g0232100
1	201	7370362	7393708	2	Os01g0233100,Os01g0233500
1	58	7429384	7431335	2	Os01g0234300,Os01g0234499
1	936	7594516	7617208	2	Os01g0237200,Os01g0237400
1	268	7605441	7624487	3	Os01g0237366,Os01g0237500,Os01g0237750
1	299	7771395	7778090	2	Os01g0240600,Os01g0240700
1	299	7945561	8039750	7	Os01g0244000,Os01g0244150,Os01g0244400,Os01g0245000,Os01g0245532,Os01g0245700,Os01g0245901
1	1561	8159901	8177889	2	Os01g0248300,Os01g0248500
1	73	8196083	8202772	2	Os01g0248900,Os01g0249100
1	423	8229331	8233871	2	Os01g0249700,Os01g0249800
1	1	8364116	8373144	2	Os01g0253000,Os01g0253100
1	118	8455342	8472108	2	Os01g0254400,Os01g0254850
1	180	8486578	8492345	2	Os01g0255000,Os01g0255100
1	3019	8783473	8792221	2	Os01g0260950,Os01g0261100
1	654	8816863	8837029	3	Os01g0261600,Os01g0261700,Os01g0262000
1	11	8903598	8919968	2	Os01g0263000,Os01g0263300
1	10	9293193	9318060	2	Os01g0269500,Os01g0269800
1	282	9488825	9515102	2	Os01g0273800,Os01g0274100
1	3034	9492587	9514004	2	Os01g0273850,Os01g0274201
1	150	9613644	9633056	3	Os01g0275200,Os01g0275500,Os01g0275600
1	37	10144374	10152280	2	Os01g0283600,Os01g0283700
1	986	10399289	10432766	2	Os01g0288800,Os01g0289100
1	1228	10496869	10510496	2	Os01g0290100,Os01g0290600
1	11	10701626	10750233	3	Os01g0293900,Os01g0294500,Os01g0294700
1	44	10877446	10914638	2	Os01g0296900,Os01g0297700
1	3	10965000	10966999	2	Os01g0299150,Os01g0299200
1	346	10986093	10991617	2	Os01g0299700,Os01g0300000
1	1231	11065094	11093987	3	Os01g0301000,Os01g0301500,Os01g0301700
1	1	11655138	11681874	2	Os01g0310500,Os01g0310800
1	4	11686442	11690975	2	Os01g0311100,Os01g0311400
1	58	11716329	11750685	2	Os01g0311800,Os01g0312500
1	174	11897584	11906868	2	Os01g0315600,Os01g0315700
1	174	12031970	12075088	3	Os01g0317500,Os01g0317800,Os01g0318000
1	443	12129716	12161767	2	Os01g0319200,Os01g0319400
1	1	12326546	12337225	2	Os01g0323000,Os01g0323100
1	11	12499923	12582256	6	Os01g0326000,Os01g0326100,Os01g0326300,Os01g0327000,Os01g0327100,Os01g0327400
1	100	12615286	12640586	2	Os01g0327900,Os01g0328300
1	24	12734098	12810204	3	Os01g0329900,Os01g0330100,Os01g0331100
1	57	12896359	12919043	2	Os01g0332500,Os01g0332800
1	1486	12980585	13171929	3	Os01g0333600,Os01g0335600,Os01g0336300
1	32	13363638	13374471	2	Os01g0340100,Os01g0340400
1	696	13396264	13438567	3	Os01g0340600,Os01g0341000,Os01g0341200
1	54	13838790	13859751	3	Os01g0347500,Os01g0347600,Os01g0348000
1	88	13899523	13904626	2	Os01g0348800,Os01g0348900
1	1586	14036461	14054909	2	Os01g0351100,Os01g0351200
1	16	14077661	14108083	2	Os01g0351800,Os01g0352100
1	2155	14447371	14462787	2	Os01g0357100,Os01g0357500
1	278	14480825	14487138	2	Os01g0357900,Os01g0358100
1	215	14529887	14603058	4	Os01g0358700,Os01g0359400,Os01g0359600,Os01g0359800
1	1247	14732018	14764507	3	Os01g0361500,Os01g0361700,Os01g0362100
1	1	14825133	14968307	5	Os01g0364100,Os01g0364400,Os01g0364800,Os01g0365000,Os01g0366300
1	3093	14993204	15023931	2	Os01g0367100,Os01g0367400
1	321	15099900	15119756	2	Os01g0368500,Os01g0368700
1	530	15130926	15152275	2	Os01g0369000,Os01g0369200
1	451	15185168	15195695	2	Os01g0369900,Os01g0370000
1	206	15216825	15345409	7	Os01g0370200,Os01g0370600,Os01g0370900,Os01g0371200,Os01g0371400,Os01g0371500,Os01g0372400
1	2164	15480089	15511423	2	Os01g0375200,Os01g0375500
1	220	15777377	15854437	2	Os01g0379400,Os01g0380800
1	87	15934495	15959497	2	Os01g0382000,Os01g0382400
1	43	16325492	16328374	2	Os01g0388000,Os01g0388101
1	321	16392304	16436778	3	Os01g0388700,Os01g0389200,Os01g0389700
1	2178	17767883	17799004	2	Os01g0508100,Os01g0508500
1	33	17886583	17892946	2	Os01g0509750,Os01g0509800
1	2	18205177	18233091	2	Os01g0514700,Os01g0515300
1	2183	18259513	18288878	2	Os01g0516200,Os01g0516600
1	322	18364957	18376668	2	Os01g0517800,Os01g0518000
1	1003	18639233	18665275	3	Os01g0522400,Os01g0522800,Os01g0522950
1	236	18818271	18839612	4	Os01g0525350,Os01g0525700,Os01g0525701,Os01g0525800
1	208	19258575	19325937	4	Os01g0533000,Os01g0533100,Os01g0533500,Os01g0533800
1	64	19356270	19387198	2	Os01g0533900,Os01g0534700
1	4	19434294	19438842	2	Os01g0535100,Os01g0535300
1	2188	19682336	19848402	2	Os01g0538000,Os01g0539900
1	6	20124194	20156262	2	Os01g0543600,Os01g0544200
1	44	20287702	20302467	2	Os01g0546100,Os01g0546400
1	12	20312947	20316106	2	Os01g0546500,Os01g0546700
1	39	20543454	20576206	2	Os01g0549700,Os01g0550000
1	127	20640981	20654948	2	Os01g0550800,Os01g0550900
1	224	21056832	21063681	2	Os01g0557100,Os01g0557200
1	120	21381884	21549819	3	Os01g0562400,Os01g0563000,Os01g0564300
1	89	21719861	21725863	2	Os01g0567500,Os01g0567600
1	131	21944097	21966047	2	Os01g0571500,Os01g0571800
1	3150	22077185	22087557	2	Os01g0574451,Os01g0574550
1	35	22079065	22088239	2	Os01g0574400,Os01g0574500
1	8	22138044	22184097	2	Os01g0575200,Os01g0575701
1	2201	22221812	22234779	2	Os01g0576000,Os01g0576050
1	8	22236858	22325974	2	Os01g0576100,Os01g0577300
1	2058	22439040	22449792	2	Os01g0579900,Os01g0580000
1	2207	22625256	22637148	2	Os01g0583200,Os01g0583300
1	1467	22779111	22793723	2	Os01g0585700,Os01g0586000
1	1	22879904	22900317	2	Os01g0587400,Os01g0587900
1	90	22888446	22902273	2	Os01g0587500,Os01g0588000
1	710	22906348	22916173	2	Os01g0588100,Os01g0588400
1	2211	22929149	22937186	2	Os01g0588600,Os01g0588700
1	153	23014343	23084213	3	Os01g0590100,Os01g0590200,Os01g0590800
1	311	23097292	23119704	2	Os01g0591000,Os01g0591300
1	621	23347762	23378538	4	Os01g0595725,Os01g0596001,Os01g0596201,Os01g0596425
1	69	23353537	23411171	6	Os01g0595800,Os01g0595900,Os01g0596100,Os01g0596300,Os01g0596600,Os01g0596700
1	398	23439509	23448687	2	Os01g0597400,Os01g0597600
1	5	23456074	23465185	2	Os01g0597800,Os01g0598000
1	175	23631980	23651499	3	Os01g0601625,Os01g0601675,Os01g0601700
1	43	23663277	23685395	3	Os01g0602200,Os01g0602400,Os01g0602500
1	175	23776466	23789747	2	Os01g0603800,Os01g0604150
1	139	23864681	23880467	2	Os01g0605700,Os01g0606000
1	503	23938395	23962251	2	Os01g0607400,Os01g0607600
1	81	24047446	24114978	4	Os01g0609000,Os01g0609200,Os01g0609300,Os01g0609900
1	54	24343518	24353345	2	Os01g0613500,Os01g0613800
1	460	24390676	24393423	2	Os01g0615050,Os01g0615100
1	36	24395081	24400619	2	Os01g0615200,Os01g0615300
1	330	24460869	24463106	2	Os01g0616300,Os01g0616333
1	39	24598181	24605484	2	Os01g0618400,Os01g0618500
1	13	24643224	24697792	2	Os01g0619100,Os01g0619900
1	43	25040769	25121919	9	Os01g0627400,Os01g0627500,Os01g0627600,Os01g0627800,Os01g0627900,Os01g0627933,Os01g0628000,Os01g0628700,Os01g0628900
1	1632	25056093	25078374	3	Os01g0627701,Os01g0627916,Os01g0627967
1	72	25457560	25463635	2	Os01g0635000,Os01g0635200
1	5	25598451	25617367	2	Os01g0638000,Os01g0638600
1	2229	25696671	25716827	2	Os01g0639900,Os01g0640000
1	1643	25792699	25800398	2	Os01g0642000,Os01g0642100
1	1	25836151	25839983	2	Os01g0642700,Os01g0642801
1	24	26200285	26292389	8	Os01g0649200,Os01g0649400,Os01g0649900,Os01g0650000,Os01g0650100,Os01g0650200,Os01g0650900,Os01g0651000
1	3202	26218334	26231030	2	Os01g0649732,Os01g0649950
1	24	26306238	26311638	2	Os01g0651300,Os01g0651400
1	537	26364766	26369437	2	Os01g0651932,Os01g0652000
1	346	26912597	26968891	2	Os01g0660500,Os01g0660800
1	1	27366269	27496509	6	Os01g0668400,Os01g0668600,Os01g0668901,Os01g0669100,Os01g0670100,Os01g0670600
1	3219	27367535	27390795	2	Os01g0668500,Os01g0668700
1	1284	27868771	27898031	4	Os01g0677900,Os01g0678000,Os01g0678100,Os01g0678400
1	2246	28085781	28089095	2	Os01g0681700,Os01g0681800
1	5	28303270	28309500	2	Os01g0686200,Os01g0686300
1	490	28417336	28433405	2	Os01g0688600,Os01g0689000
1	1	28513039	28537615	4	Os01g0690600,Os01g0690800,Os01g0690900,Os01g0691050
1	359	28537896	28539369	2	Os01g0691100,Os01g0691300
1	49	28566638	28569792	2	Os01g0692000,Os01g0692100
1	1	28575815	28582752	2	Os01g0692400,Os01g0692500
1	2	28666309	28673566	2	Os01g0694000,Os01g0694100
1	2252	28683874	28698627	2	Os01g0694300,Os01g0694400
1	64	28768976	28787701	2	Os01g0695700,Os01g0695800
1	3238	28870424	28875033	2	Os01g0697400,Os01g0697700
1	38	28921498	28948045	4	Os01g0699100,Os01g0699400,Os01g0699500,Os01g0699600
1	1204	29020797	29047994	3	Os01g0700900,Os01g0701400,Os01g0701500
1	2254	29020887	29041387	2	Os01g0701100,Os01g0701350
1	383	29584058	29598085	2	Os01g0711900,Os01g0712500
1	3	29781295	29788237	2	Os01g0715700,Os01g0715900
1	260	29878435	29904790	2	Os01g0717601,Os01g0718000
1	42	30048381	30093186	9	Os01g0720800,Os01g0720900,Os01g0721000,Os01g0721100,Os01g0721200,Os01g0721300,Os01g0721400,Os01g0721500,Os01g0721800
1	81	30214131	30223067	2	Os01g0724400,Os01g0724500
1	1500	30263383	30274078	2	Os01g0725900,Os01g0726100
1	210	30322749	30341594	3	Os01g0727500,Os01g0727600,Os01g0727700
1	23	30344172	30349017	2	Os01g0727800,Os01g0727840
1	43	30372204	30383831	2	Os01g0728300,Os01g0728350
1	69	30447427	30455330	2	Os01g0730100,Os01g0730200
1	1561	30512281	30521565	2	Os01g0731100,Os01g0731600
1	426	30622077	30634318	3	Os01g0734200,Os01g0734333,Os01g0734466
1	5	30647512	30713844	7	Os01g0734600,Os01g0734800,Os01g0735300,Os01g0735500,Os01g0735900,Os01g0736100,Os01g0736300
1	346	30768475	30773134	2	Os01g0737600,Os01g0737700
1	861	30923013	30933963	3	Os01g0740500,Os01g0740650,Os01g0740600
1	238	31136522	31157902	2	Os01g0744700,Os01g0745000
1	7	31938559	31948580	2	Os01g0759200,Os01g0759400
1	15	32032727	32040378	2	Os01g0761400,Os01g0761500
1	1530	32475144	32489971	2	Os01g0770000,Os01g0770100
1	866	32523314	32526923	2	Os01g0770700,Os01g0770800
1	3299	32901281	32908968	2	Os01g0777400,Os01g0777600
1	3300	32903356	32911380	2	Os01g0777450,Os01g0777650
1	1534	32904020	32925363	2	Os01g0777500,Os01g0777700
1	706	32965371	32994371	2	Os01g0778800,Os01g0779100
1	634	32976736	32994921	2	Os01g0778900,Os01g0779201
1	176	33091621	33145541	4	Os01g0781100,Os01g0781200,Os01g0781700,Os01g0782100
1	2288	33118315	33140486	2	Os01g0781600,Os01g0781833
1	3302	33177222	33181729	2	Os01g0782901,Os01g0783000
1	1	33210231	33256713	4	Os01g0783800,Os01g0784200,Os01g0784500,Os01g0784700
1	2292	33227678	33240103	2	Os01g0784101,Os01g0784450
1	3305	33359554	33367253	2	Os01g0786700,Os01g0786800
1	1046	33590636	33605323	2	Os01g0793100,Os01g0793300
1	1685	33609424	33616258	2	Os01g0793500,Os01g0793600
1	1314	33618550	33630287	3	Os01g0793800,Os01g0793900,Os01g0794100
1	23	33659786	33696348	5	Os01g0794800,Os01g0795000,Os01g0795100,Os01g0795200,Os01g0795400
1	3308	33699128	33709258	2	Os01g0795600,Os01g0795832
1	3312	33913713	33918536	2	Os01g0800800,Os01g0800900
1	3313	33919497	33929782	2	Os01g0801000,Os01g0801100
1	71	34089461	34133448	3	Os01g0803900,Os01g0804400,Os01g0804900
1	5	34141778	34149144	2	Os01g0805400,Os01g0805500
1	1	34428408	34464358	4	Os01g0810500,Os01g0810600,Os01g0810800,Os01g0811001
1	74	34588835	34609152	2	Os01g0813700,Os01g0813800
1	3066	34705486	34734804	2	Os01g0816400,Os01g0816500
1	177	34903696	34913753	2	Os01g0819200,Os01g0819300
1	82	34917652	34941800	2	Os01g0819400,Os01g0819500
1	19	34981468	35064472	4	Os01g0820400,Os01g0820700,Os01g0821300,Os01g0821600
1	3323	35278373	35287943	2	Os01g0825166,Os01g0825332
1	218	35409292	35417464	2	Os01g0827500,Os01g0827600
1	725	35587306	35599018	2	Os01g0831300,Os01g0831900
1	3329	35682337	35685747	2	Os01g0833150,Os01g0833200
1	1323	35760071	35764006	2	Os01g0834500,Os01g0834600
1	1053	35868921	35873158	2	Os01g0836700,Os01g0836800
1	26	35965949	36002101	2	Os01g0838600,Os01g0839100
1	80	36165932	36180127	2	Os01g0842400,Os01g0842500
1	3337	36353072	36365448	2	Os01g0846450,Os01g0846500
1	209	36403442	36420029	3	Os01g0847600,Os01g0847700,Os01g0847800
1	80	36617104	36636717	3	Os01g0850550,Os01g0850700,Os01g0850800
1	28	37174575	37188288	2	Os01g0859300,Os01g0859500
1	134	37235781	37240775	2	Os01g0860400,Os01g0860500
1	86	37381402	37397433	2	Os01g0863800,Os01g0864000
1	385	37406262	37413011	2	Os01g0864300,Os01g0864500
1	23	37647790	37654285	2	Os01g0868800,Os01g0868900
1	1	37739465	37762299	3	Os01g0870400,Os01g0870500,Os01g0871000
1	15	37790484	37840372	12	Os01g0871500,Os01g0871600,Os01g0871700,Os01g0871800,Os01g0871900,Os01g0872000,Os01g0872100,Os01g0872300,Os01g0872400,Os01g0872450,Os01g0872500,Os01g0872600
1	141	37834234	37840175	2	Os01g0872533,Os01g0872566
1	161	38118010	38137710	2	Os01g0878400,Os01g0878700
1	3364	38139227	38146141	2	Os01g0878800,Os01g0878900
1	91	38148684	38152044	2	Os01g0879200,Os01g0879300
1	815	38287883	38290970	2	Os01g0882000,Os01g0882100
1	1	38688239	38707473	3	Os01g0889900,Os01g0890100,Os01g0890200
1	228	38699392	38707481	2	Os01g0890050,Os01g0890250
1	3381	38718491	38724165	2	Os01g0890400,Os01g0890500
1	2	38761910	38797375	3	Os01g0891601,Os01g0891700,Os01g0892300
1	608	38807395	38815213	2	Os01g0892500,Os01g0892600
1	244	38916092	38926377	2	Os01g0895200,Os01g0895300
1	2101	38968295	38976375	2	Os01g0896700,Os01g0896800
1	643	38990969	38997439	2	Os01g0897200,Os01g0897300
1	3388	39110685	39115037	2	Os01g0899275,Os01g0899350
1	172	39177169	39196972	2	Os01g0900400,Os01g0900700
1	223	39252983	39261362	2	Os01g0901500,Os01g0901600
1	15	39307443	39315691	2	Os01g0902700,Os01g0902800
1	2346	39408313	39413189	2	Os01g0905200,Os01g0905300
1	1170	39588274	39595176	2	Os01g0909100,Os01g0909150
1	342	39876458	39879405	2	Os01g0915200,Os01g0915401
1	10	39918940	39923794	2	Os01g0915900,Os01g0916000
1	1018	40061648	40066375	2	Os01g0918200,Os01g0918300
1	242	40190285	40216944	5	Os01g0920700,Os01g0920500,Os01g0920800,Os01g0921000,Os01g0921100
1	761	40615704	40634763	3	Os01g0926400,Os01g0926600,Os01g0926700
1	1730	40759332	40778604	3	Os01g0928600,Os01g0928700,Os01g0928800
1	115	40849226	40852947	3	Os01g0930900,Os01g0930950,Os01g0931000
1	458	40875375	40881181	2	Os01g0931600,Os01g0931700
1	224	40999828	41008440	4	Os01g0934600,Os01g0934700,Os01g0934800,Os01g0934900
1	1	41079487	41100292	2	Os01g0935800,Os01g0936100
1	325	41126538	41146727	5	Os01g0936900,Os01g0937000,Os01g0937050,Os01g0937100,Os01g0937200
1	3412	41133779	41140530	2	Os01g0937012,Os01g0937025
1	191	41149956	41163821	2	Os01g0937300,Os01g0937400
1	325	41166235	41177695	3	Os01g0937500,Os01g0937600,Os01g0937800
1	22	41346648	41398544	5	Os01g0940700,Os01g0940800,Os01g0941200,Os01g0941500,Os01g0942300
1	22	41525702	41537927	3	Os01g0944500,Os01g0944700,Os01g0944800
1	807	41549116	41572049	5	Os01g0945100,Os01g0945200,Os01g0945300,Os01g0945600,Os01g0945700
1	3417	41555174	41573344	2	Os01g0945400,Os01g0945650
1	17	41584367	41597034	2	Os01g0946200,Os01g0946550
1	22	41592216	41631696	3	Os01g0946500,Os01g0946700,Os01g0947000
1	7	41818382	41827156	2	Os01g0949300,Os01g0949500
1	49	41839952	41849077	4	Os01g0949700,Os01g0949750,Os01g0949800,Os01g0950000
1	3419	41887067	41896238	2	Os01g0951200,Os01g0951400
1	52	41914684	41919058	2	Os01g0952000,Os01g0952100
1	3421	42006932	42019444	2	Os01g0953600,Os01g0954000
1	7	42074192	42080556	3	Os01g0955100,Os01g0955400,Os01g0955500
1	6	42207009	42213685	2	Os01g0957600,Os01g0957800
1	1074	42281274	42283619	2	Os01g0959100,Os01g0959200
1	11	42429502	42442936	3	Os01g0962700,Os01g0962900,Os01g0963000
1	873	42700985	42712054	4	Os01g0968100,Os01g0968200,Os01g0968300,Os01g0968400
2	525	165493	169528	2	Os02g0103200,Os02g0103300
2	44	172243	179370	2	Os02g0103500,Os02g0103600
2	62	304089	316458	2	Os02g0105600,Os02g0105800
2	877	410645	418387	2	Os02g0106966,Os02g0107000
2	107	482598	492594	2	Os02g0108400,Os02g0108900
2	878	509377	517148	2	Os02g0109400,Os02g0109501
2	1617	655324	669053	2	Os02g0112100,Os02g0112600
2	124	717857	748174	3	Os02g0113300,Os02g0113800,Os02g0113900
2	182	862273	869292	2	Os02g0116300,Os02g0116400
2	296	978845	1003399	3	Os02g0118800,Os02g0118900,Os02g0118950
2	12	1038399	1050120	2	Os02g0119700,Os02g0120000
2	460	1249957	1262364	2	Os02g0124000,Os02g0124300
2	545	1263503	1275549	3	Os02g0124400,Os02g0124599,Os02g0124600
2	3460	1416721	1430839	2	Os02g0127100,Os02g0127500
2	241	1745671	1753122	2	Os02g0133100,Os02g0133200
2	1	1949825	1956461	2	Os02g0136900,Os02g0136933
2	1207	1986386	1997302	2	Os02g0137450,Os02g0137500
2	363	2114877	2178755	5	Os02g0139500,Os02g0139700,Os02g0140200,Os02g0140400,Os02g0140500
2	46	2406632	2409319	2	Os02g0143300,Os02g0143400
2	107	2444421	2485154	2	Os02g0144200,Os02g0144800
2	2	2933952	2982356	8	Os02g0153100,Os02g0153200,Os02g0153400,Os02g0153500,Os02g0153700,Os02g0153900,Os02g0154000,Os02g0154200
2	492	2980587	3040481	3	Os02g0154300,Os02g0155000,Os02g0155300
2	2	3037622	3138125	14	Os02g0155400,Os02g0155600,Os02g0155700,Os02g0155900,Os02g0156200,Os02g0156400,Os02g0156600,Os02g0156633,Os02g0156800,Os02g0157000,Os02g0157100,Os02g0157200,Os02g0157400,Os02g0157501
2	492	3086330	3109343	3	Os02g0156300,Os02g0156500,Os02g0156700
2	465	3909560	3946543	3	Os02g0171500,Os02g0172000,Os02g0172300
2	6	3998988	4015186	2	Os02g0173100,Os02g0173401
2	452	4112948	4115856	2	Os02g0175200,Os02g0175301
2	6	4721032	4797937	10	Os02g0184600,Os02g0184700,Os02g0184900,Os02g0185200,Os02g0185300,Os02g0185400,Os02g0185500,Os02g0185900,Os02g0186100,Os02g0186200
2	6	4824246	4830333	3	Os02g0186800,Os02g0186900,Os02g0187000
2	33	4942762	4948386	2	Os02g0189200,Os02g0189300
2	64	4969144	4997740	4	Os02g0189800,Os02g0190000,Os02g0190100,Os02g0190300
2	300	5183536	5195290	3	Os02g0193100,Os02g0193200,Os02g0193300
2	1	5259822	5276091	2	Os02g0194400,Os02g0194600
2	578	5812094	5825115	2	Os02g0204000,Os02g0204200
2	5	5955018	6018933	5	Os02g0206100,Os02g0206400,Os02g0206700,Os02g0207100,Os02g0207400
2	677	6119126	6138156	2	Os02g0209000,Os02g0209100
2	2	6212061	6256373	3	Os02g0211200,Os02g0211800,Os02g0211900
2	2428	6265995	6271547	3	Os02g0212300,Os02g0212400,Os02g0212500
2	2	6468826	6495136	4	Os02g0215500,Os02g0215700,Os02g0215900,Os02g0216000
2	1	6609459	6623047	2	Os02g0218400,Os02g0218600
2	1212	6628383	6639828	2	Os02g0218700,Os02g0218800
2	1232	6644227	6649777	2	Os02g0219000,Os02g0219050
2	381	6687558	6695685	2	Os02g0220000,Os02g0220100
2	1254	6716992	6724318	2	Os02g0220500,Os02g0220600
2	2	7164809	7224467	5	Os02g0227600,Os02g0227700,Os02g0227900,Os02g0228000,Os02g0228300
2	11	7751287	7771054	3	Os02g0236600,Os02g0236800,Os02g0237000
2	11	7938411	7949997	2	Os02g0240100,Os02g0240300
2	1	7975665	8017344	2	Os02g0241100,Os02g0241600
2	5	8033812	8093845	4	Os02g0242100,Os02g0242550,Os02g0242900,Os02g0243300
2	394	8256456	8261809	2	Os02g0245900,Os02g0246101
2	4	8367222	8423702	5	Os02g0248100,Os02g0248200,Os02g0248440,Os02g0249200,Os02g0249300
2	290	8401328	8408682	2	Os02g0248800,Os02g0249000
2	290	8446623	8467035	3	Os02g0249600,Os02g0249800,Os02g0249900
2	679	8539273	8542125	2	Os02g0251800,Os02g0251900
2	315	8775492	8805273	2	Os02g0255300,Os02g0255500
2	31	8854327	8867667	2	Os02g0256800,Os02g0257100
2	18	9142458	9290817	5	Os02g0261400,Os02g0261800,Os02g0262600,Os02g0262800,Os02g0263432
