chromosome	family	start	end	size	genes
1	1335	6031025	6078239	4	Os01g0210900,Os01g0211000,Os01g0211200,Os01g0211600
1	1	6172143	6189219	2	Os01g0212700,Os01g0213100
1	226	6267440	6281742	2	Os01g0214600,Os01g0214800
1	77	6288365	6306605	2	Os01g0215000,Os01g0215500
1	77	6340836	6381837	5	Os01g0216000,Os01g0216300,Os01g0216400,Os01g0216500,Os01g0216900
1	1949	6412786	6435651	2	Os01g0217500,Os01g0217800
1	744	6507356	6521026	2	Os01g0218800,Os01g0218900
1	351	6541971	6568140	2	Os01g0219600,Os01g0220100
1	77	6718349	6765888	3	Os01g0223000,Os01g0223200,Os01g0223500
1	712	6774202	6793320	4	Os01g0223700,Os01g0223800,Os01g0223900,Os01g0224000
1	3153	6909800	6915127	2	Os01g0225400,Os01g0225500
1	353	7049941	7073788	4	Os01g0227400,Os01g0227500,Os01g0227700,Os01g0227800
1	3162	7282051	7294209	2	Os01g0231800,Os01g0231900
1	1286	7297781	7303771	2	Os01g0232000,Os01g0232100
1	569	7370362	7393708	2	Os01g0233100,Os01g0233500
1	137	7429384	7431335	2	Os01g0234300,Os01g0234499
1	996	7594516	7617208	2	Os01g0237200,Os01g0237400
1	3171	7771395	7778090	2	Os01g0240600,Os01g0240700
1	1968	7969745	8025021	3	Os01g0244150,Os01g0244400,Os01g0245532
1	1969	8033763	8039750	2	Os01g0245700,Os01g0245901
1	20	8196083	8202772	2	Os01g0248900,Os01g0249100
1	1358	8229331	8233871	2	Os01g0249700,Os01g0249800
1	1977	8455342	8472108	2	Os01g0254400,Os01g0254850
1	753	8486578	8492345	2	Os01g0255000,Os01g0255100
1	3186	8783473	8792221	2	Os01g0260950,Os01g0261100
1	756	8816863	8837029	3	Os01g0261600,Os01g0261700,Os01g0262000
1	13	8903598	8919968	2	Os01g0263000,Os01g0263300
1	64	10144374	10152280	2	Os01g0283600,Os01g0283700
1	3212	10399289	10432766	2	Os01g0288800,Os01g0289100
1	3213	10496869	10510496	2	Os01g0290100,Os01g0290600
1	296	10701626	10750233	3	Os01g0293900,Os01g0294500,Os01g0294700
1	3222	10877446	10914638	2	Os01g0296900,Os01g0297700
1	3228	10986093	10991617	2	Os01g0299700,Os01g0300000
1	3245	11655138	11681874	2	Os01g0310500,Os01g0310800
1	1	11686442	11690975	2	Os01g0311100,Os01g0311400
1	137	11716329	11750685	2	Os01g0311800,Os01g0312500
1	577	11897584	11906868	2	Os01g0315600,Os01g0315700
1	1379	12031970	12075088	3	Os01g0317500,Os01g0317800,Os01g0318000
1	3256	12129716	12161767	2	Os01g0319200,Os01g0319400
1	58	12499923	12582256	6	Os01g0326000,Os01g0326100,Os01g0326300,Os01g0327000,Os01g0327100,Os01g0327400
1	3261	12615286	12640586	2	Os01g0327900,Os01g0328300
1	292	12734098	12745509	2	Os01g0329900,Os01g0330100
1	2025	12896359	12919043	2	Os01g0332500,Os01g0332800
1	2027	12980585	13171929	3	Os01g0333600,Os01g0335600,Os01g0336300
1	2030	13363638	13374471	2	Os01g0340100,Os01g0340400
1	578	13396264	13438567	3	Os01g0340600,Os01g0341000,Os01g0341200
1	3278	13838790	13859751	2	Os01g0347500,Os01g0348000
1	116	13899523	13904626	2	Os01g0348800,Os01g0348900
1	3280	14036461	14054909	2	Os01g0351100,Os01g0351200
1	2034	14077661	14108083	2	Os01g0351800,Os01g0352100
1	185	14480825	14487138	2	Os01g0357900,Os01g0358100
1	300	14577199	14613681	4	Os01g0359400,Os01g0359600,Os01g0359800,Os01g0360100
1	1393	14732018	14743148	2	Os01g0361500,Os01g0361700
1	3293	14993204	15023931	2	Os01g0367100,Os01g0367400
1	583	15099900	15119756	2	Os01g0368500,Os01g0368700
1	1397	15130926	15152275	2	Os01g0369000,Os01g0369200
1	235	15185168	15195695	2	Os01g0369900,Os01g0370000
1	162	15216825	15294409	6	Os01g0370200,Os01g0370600,Os01g0370900,Os01g0371200,Os01g0371400,Os01g0371500
1	2047	15480089	15511423	2	Os01g0375200,Os01g0375500
1	34	15934495	15959497	2	Os01g0382000,Os01g0382400
1	1022	16325492	16328374	2	Os01g0388000,Os01g0388101
1	583	16392304	16436778	3	Os01g0388700,Os01g0389200,Os01g0389700
1	3320	18259513	18288878	2	Os01g0516200,Os01g0516600
1	459	18364957	18376668	2	Os01g0517800,Os01g0518000
1	82	18818271	18839612	4	Os01g0525350,Os01g0525700,Os01g0525701,Os01g0525800
1	100	19258575	19282465	2	Os01g0533000,Os01g0533100
1	160	19356270	19387198	2	Os01g0533900,Os01g0534700
1	2068	19682336	19848402	2	Os01g0538000,Os01g0539900
1	239	20124194	20156262	2	Os01g0543600,Os01g0544200
1	739	20287702	20302467	2	Os01g0546100,Os01g0546400
1	3335	20543454	20576206	2	Os01g0549700,Os01g0550000
1	151	20640981	20654948	2	Os01g0550800,Os01g0550900
1	1390	21056832	21063681	2	Os01g0557100,Os01g0557200
1	43	21719861	21725863	2	Os01g0567500,Os01g0567600
1	1431	22079065	22088239	2	Os01g0574400,Os01g0574500
1	2077	22221812	22234779	2	Os01g0576000,Os01g0576050
1	224	22236858	22325974	2	Os01g0576100,Os01g0577300
1	2080	22439040	22449792	2	Os01g0579900,Os01g0580000
1	3361	22625256	22637148	2	Os01g0583200,Os01g0583300
1	1434	22779111	22793723	2	Os01g0585700,Os01g0586000
1	2084	23014343	23026116	2	Os01g0590100,Os01g0590200
1	1045	23097292	23119704	2	Os01g0591000,Os01g0591300
1	373	23353537	23359952	2	Os01g0595800,Os01g0595900
1	120	23363801	23378526	2	Os01g0596100,Os01g0596300
1	600	23439509	23448687	2	Os01g0597400,Os01g0597600
1	1317	23456074	23465185	2	Os01g0597800,Os01g0598000
1	25	23631980	23651499	3	Os01g0601625,Os01g0601675,Os01g0601700
1	122	23663277	23675960	2	Os01g0602200,Os01g0602400
1	25	23770115	23779747	2	Os01g0603500,Os01g0603800
1	245	23864681	23880467	2	Os01g0605700,Os01g0606000
1	438	23938395	23962251	2	Os01g0607400,Os01g0607600
1	29	24047446	24081389	3	Os01g0609000,Os01g0609200,Os01g0609300
1	603	24390676	24393423	2	Os01g0615050,Os01g0615100
1	3394	24395081	24400619	2	Os01g0615200,Os01g0615300
1	989	24460869	24463106	2	Os01g0616300,Os01g0616333
1	1051	24598181	24605484	2	Os01g0618400,Os01g0618500
1	4	24643224	24697792	2	Os01g0619100,Os01g0619900
1	122	25040769	25121919	9	Os01g0627400,Os01g0627500,Os01g0627600,Os01g0627800,Os01g0627900,Os01g0627933,Os01g0628000,Os01g0628700,Os01g0628900
1	2107	25066175	25078374	2	Os01g0627916,Os01g0627967
1	279	25457560	25463635	2	Os01g0635000,Os01g0635200
1	1317	25598451	25617367	2	Os01g0638000,Os01g0638600
1	3415	25696671	25716827	2	Os01g0639900,Os01g0640000
1	1448	25792699	25800398	2	Os01g0642000,Os01g0642100
1	213	25836151	25839983	2	Os01g0642700,Os01g0642801
1	293	26200285	26206936	2	Os01g0649200,Os01g0649400
1	3426	26218334	26231030	2	Os01g0649732,Os01g0649950
1	293	26222617	26273949	4	Os01g0649900,Os01g0650000,Os01g0650100,Os01g0650200
1	3428	26286441	26292389	2	Os01g0650900,Os01g0651000
1	77	26306238	26311638	2	Os01g0651300,Os01g0651400
1	467	26364766	26369437	2	Os01g0651932,Os01g0652000
1	247	26401569	26418855	2	Os01g0652800,Os01g0653100
1	709	27366269	27496509	6	Os01g0668400,Os01g0668600,Os01g0668901,Os01g0669100,Os01g0670100,Os01g0670600
1	3444	27367535	27390795	2	Os01g0668500,Os01g0668700
1	2004	27956735	27961312	2	Os01g0679500,Os01g0679550
1	2132	28303270	28309500	2	Os01g0686200,Os01g0686300
1	11	28513039	28537615	4	Os01g0690600,Os01g0690800,Os01g0690900,Os01g0691050
1	171	28537896	28539369	2	Os01g0691100,Os01g0691300
1	23	28566638	28569792	2	Os01g0692000,Os01g0692100
1	381	28921498	28948045	4	Os01g0699100,Os01g0699400,Os01g0699500,Os01g0699600
1	1068	29020797	29047994	3	Os01g0700900,Os01g0701400,Os01g0701500
1	3474	29020887	29041387	2	Os01g0701100,Os01g0701350
1	382	30055567	30093186	7	Os01g0720900,Os01g0721100,Os01g0721200,Os01g0721300,Os01g0721400,Os01g0721500,Os01g0721800
1	29	30214131	30223067	2	Os01g0724400,Os01g0724500
1	86	30322749	30341594	2	Os01g0727500,Os01g0727700
1	122	30372204	30383831	2	Os01g0728300,Os01g0728350
1	372	30447427	30455330	2	Os01g0730100,Os01g0730200
1	234	30622077	30634318	3	Os01g0734200,Os01g0734333,Os01g0734466
1	54	30647512	30713844	7	Os01g0734600,Os01g0734800,Os01g0735300,Os01g0735500,Os01g0735900,Os01g0736100,Os01g0736300
1	1455	30768475	30773134	2	Os01g0737600,Os01g0737700
1	1477	30923013	30933963	3	Os01g0740500,Os01g0740650,Os01g0740600
1	188	31136522	31157902	2	Os01g0744700,Os01g0745000
1	14	31938559	31948580	2	Os01g0759200,Os01g0759400
1	341	32032727	32040378	2	Os01g0761400,Os01g0761500
1	1461	32475144	32489971	2	Os01g0770000,Os01g0770100
1	620	32523314	32526923	2	Os01g0770700,Os01g0770800
1	1091	32965371	32994371	2	Os01g0778800,Os01g0779100
1	388	32976736	32994921	2	Os01g0778900,Os01g0779201
1	621	33091621	33145541	4	Os01g0781100,Os01g0781200,Os01g0781700,Os01g0782100
1	3561	33227678	33240103	2	Os01g0784101,Os01g0784450
1	3	33240486	33256713	2	Os01g0784500,Os01g0784700
1	3564	33359554	33367253	2	Os01g0786700,Os01g0786800
1	813	33590636	33605323	2	Os01g0793100,Os01g0793300
1	1499	33609424	33616258	2	Os01g0793500,Os01g0793600
1	3568	33618550	33630287	2	Os01g0793800,Os01g0794100
1	33	33659786	33696348	5	Os01g0794800,Os01g0795000,Os01g0795100,Os01g0795200,Os01g0795400
1	3569	33699128	33709258	2	Os01g0795600,Os01g0795832
1	3572	33919497	33929782	2	Os01g0801000,Os01g0801100
1	601	34089461	34133448	3	Os01g0803900,Os01g0804400,Os01g0804900
1	2189	34141778	34149144	2	Os01g0805400,Os01g0805500
1	1301	34428408	34464358	4	Os01g0810500,Os01g0810600,Os01g0810800,Os01g0811001
1	251	34588835	34609152	2	Os01g0813700,Os01g0813800
1	3583	34705486	34734804	2	Os01g0816400,Os01g0816500
1	1504	34868412	34880637	2	Os01g0818600,Os01g0818700
1	1102	34903696	34913753	2	Os01g0819200,Os01g0819300
1	136	34917652	34941800	2	Os01g0819400,Os01g0819500
1	357	34981468	35033657	3	Os01g0820400,Os01g0820700,Os01g0821300
1	3587	35278373	35287943	2	Os01g0825166,Os01g0825332
1	627	35587306	35599018	2	Os01g0831300,Os01g0831900
1	3598	35682337	35685747	2	Os01g0833150,Os01g0833200
1	1109	35760071	35764006	2	Os01g0834500,Os01g0834600
1	132	36165932	36180127	2	Os01g0842400,Os01g0842500
1	3615	36353072	36365448	2	Os01g0846450,Os01g0846500
1	818	36403442	36420029	3	Os01g0847600,Os01g0847700,Os01g0847800
1	607	36617104	36636717	3	Os01g0850550,Os01g0850700,Os01g0850800
1	576	37235781	37240775	2	Os01g0860400,Os01g0860500
1	2234	37647790	37654285	2	Os01g0868800,Os01g0868900
1	213	37739465	37762299	3	Os01g0870400,Os01g0870500,Os01g0871000
1	489	37790484	37797741	2	Os01g0871500,Os01g0871600
1	256	37800956	37833242	8	Os01g0871700,Os01g0871800,Os01g0871900,Os01g0872000,Os01g0872100,Os01g0872300,Os01g0872400,Os01g0872450
1	489	37835234	37840372	2	Os01g0872500,Os01g0872600
1	49	38118010	38137710	2	Os01g0878400,Os01g0878700
1	3654	38139227	38146141	2	Os01g0878800,Os01g0878900
1	3655	38148684	38152044	2	Os01g0879200,Os01g0879300
1	2246	38287883	38290970	2	Os01g0882000,Os01g0882100
1	1533	38761910	38797375	2	Os01g0891601,Os01g0892300
1	1381	38807395	38815213	2	Os01g0892500,Os01g0892600
1	1125	38916092	38926377	2	Os01g0895200,Os01g0895300
1	3669	38968295	38976375	2	Os01g0896700,Os01g0896800
1	2252	38990969	38997439	2	Os01g0897200,Os01g0897300
1	3673	39110685	39115037	2	Os01g0899275,Os01g0899350
1	1535	39177169	39196972	2	Os01g0900400,Os01g0900700
1	2256	39252983	39261362	2	Os01g0901500,Os01g0901600
1	219	39307443	39315691	2	Os01g0902700,Os01g0902800
1	3676	39408313	39413189	2	Os01g0905200,Os01g0905300
1	3679	39836717	39840442	2	Os01g0914100,Os01g0914300
1	2262	39876458	39879405	2	Os01g0915200,Os01g0915401
1	3681	39918940	39923794	2	Os01g0915900,Os01g0916000
1	3685	40061648	40066375	2	Os01g0918200,Os01g0918300
1	260	40190285	40216944	5	Os01g0920700,Os01g0920500,Os01g0920800,Os01g0921000,Os01g0921100
1	830	40615704	40634763	3	Os01g0926400,Os01g0926600,Os01g0926700
1	1548	40759332	40778604	3	Os01g0928600,Os01g0928700,Os01g0928800
1	88	40849226	40852947	3	Os01g0930900,Os01g0930950,Os01g0931000
1	2198	40875375	40881181	2	Os01g0931600,Os01g0931700
1	581	40999828	41008440	4	Os01g0934600,Os01g0934700,Os01g0934800,Os01g0934900
1	3697	41133779	41140530	2	Os01g0937012,Os01g0937025
1	1053	41139355	41143416	2	Os01g0937050,Os01g0937100
1	2275	41149956	41163821	2	Os01g0937300,Os01g0937400
1	2276	41166235	41177695	3	Os01g0937500,Os01g0937600,Os01g0937800
1	103	41346648	41376297	4	Os01g0940700,Os01g0940800,Os01g0941200,Os01g0941500
1	103	41525702	41537927	3	Os01g0944500,Os01g0944700,Os01g0944800
1	791	41549116	41566629	4	Os01g0945100,Os01g0945200,Os01g0945300,Os01g0945600
1	834	41839952	41849077	4	Os01g0949700,Os01g0949750,Os01g0949800,Os01g0950000
1	3707	41887067	41896238	2	Os01g0951200,Os01g0951400
1	30	41914684	41919058	2	Os01g0952000,Os01g0952100
1	3709	42006932	42019444	2	Os01g0953600,Os01g0954000
1	1086	42074192	42080556	3	Os01g0955100,Os01g0955400,Os01g0955500
1	17	42207009	42213685	2	Os01g0957600,Os01g0957800
1	836	42281274	42283619	2	Os01g0959100,Os01g0959200
1	3217	42429502	42442936	2	Os01g0962700,Os01g0963000
1	641	42700985	42712054	4	Os01g0968100,Os01g0968200,Os01g0968300,Os01g0968400
2	593	172243	179370	2	Os02g0103500,Os02g0103600
2	70	304089	316458	2	Os02g0105600,Os02g0105800
2	1565	410645	418387	2	Os02g0106966,Os02g0107000
2	1138	509377	517148	2	Os02g0109400,Os02g0109501
2	2139	655324	669053	2	Os02g0112100,Os02g0112600
2	1140	717857	748174	3	Os02g0113300,Os02g0113800,Os02g0113900
2	78	862273	869292	2	Os02g0116300,Os02g0116400
2	549	993563	1003399	2	Os02g0118900,Os02g0118950
2	312	1263503	1275549	3	Os02g0124400,Os02g0124599,Os02g0124600
2	203	2148516	2178755	3	Os02g0140200,Os02g0140400,Os02g0140500
2	104	2406632	2409319	2	Os02g0143300,Os02g0143400
2	1579	2444421	2485154	2	Os02g0144200,Os02g0144800
2	40	2933952	2948974	3	Os02g0153100,Os02g0153200,Os02g0153400
2	40	2952436	2982356	5	Os02g0153500,Os02g0153700,Os02g0153900,Os02g0154000,Os02g0154200
2	328	2980587	3040481	3	Os02g0154300,Os02g0155000,Os02g0155300
2	40	3037622	3072625	4	Os02g0155400,Os02g0155600,Os02g0155700,Os02g0155900
2	40	3084942	3138125	10	Os02g0156200,Os02g0156400,Os02g0156600,Os02g0156633,Os02g0156800,Os02g0157000,Os02g0157100,Os02g0157200,Os02g0157400,Os02g0157501
2	328	3086330	3095152	2	Os02g0156300,Os02g0156500
2	3810	3929618	3946543	2	Os02g0172000,Os02g0172300
2	17	4721032	4776253	7	Os02g0184600,Os02g0184700,Os02g0184900,Os02g0185200,Os02g0185300,Os02g0185400,Os02g0185500
2	17	4785324	4797937	3	Os02g0185900,Os02g0186100,Os02g0186200
2	17	4824246	4830333	3	Os02g0186800,Os02g0186900,Os02g0187000
2	315	4942762	4948386	2	Os02g0189200,Os02g0189300
2	98	4969144	4997740	4	Os02g0189800,Os02g0190000,Os02g0190100,Os02g0190300
2	648	5183536	5195290	3	Os02g0193100,Os02g0193200,Os02g0193300
2	3856	5812094	5825115	2	Os02g0204000,Os02g0204200
2	345	5955018	6018933	5	Os02g0206100,Os02g0206400,Os02g0206700,Os02g0207100,Os02g0207400
2	2355	6119126	6138156	2	Os02g0209000,Os02g0209100
2	90	6212061	6256373	3	Os02g0211200,Os02g0211800,Os02g0211900
2	2357	6265995	6271547	3	Os02g0212300,Os02g0212400,Os02g0212500
2	276	6476685	6495136	3	Os02g0215700,Os02g0215900,Os02g0216000
2	1603	6628383	6639828	2	Os02g0218700,Os02g0218800
2	2362	6644227	6649777	2	Os02g0219000,Os02g0219050
2	971	6687558	6695685	2	Os02g0220000,Os02g0220100
2	2363	6716992	6724318	2	Os02g0220500,Os02g0220600
2	649	7164809	7224467	5	Os02g0227600,Os02g0227700,Os02g0227900,Os02g0228151,Os02g0228300
2	13	7751287	7771054	3	Os02g0236600,Os02g0236800,Os02g0237000
2	13	7938411	7949997	2	Os02g0240100,Os02g0240300
2	605	8033812	8093845	4	Os02g0242100,Os02g0242550,Os02g0242900,Os02g0243300
2	1	8367222	8398297	3	Os02g0248100,Os02g0248200,Os02g0248440
2	143	8401328	8408682	2	Os02g0248800,Os02g0249000
2	1	8416954	8423702	2	Os02g0249200,Os02g0249300
2	143	8446623	8467035	3	Os02g0249600,Os02g0249800,Os02g0249900
2	1452	8539273	8542125	2	Os02g0251800,Os02g0251900
2	174	8775492	8805273	2	Os02g0255300,Os02g0255500
2	401	8854327	8867667	2	Os02g0256800,Os02g0257100
2	772	9142458	9290817	5	Os02g0261400,Os02g0261800,Os02g0262600,Os02g0262800,Os02g0263432
2	20	9551864	9579432	4	Os02g0267200,Os02g0267700,Os02g0267900,Os02g0268050
2	111	9552146	9578763	3	Os02g0267350,Os02g0267832,Os02g0267975
2	143	9580486	9587998	2	Os02g0268100,Os02g0268300
2	20	9589066	9601245	2	Os02g0268400,Os02g0268600
2	111	9589735	9601000	2	Os02g0268500,Os02g0268675
2	33	9712632	9829343	5	Os02g0270200,Os02g0270800,Os02g0270900,Os02g0271000,Os02g0271600
2	3892	10135285	10155192	2	Os02g0276200,Os02g0276400
2	1153	10447151	10508541	2	Os02g0281200,Os02g0282000
2	588	10854309	10862862	3	Os02g0287800,Os02g0287900,Os02g0288000
2	730	10880647	10914600	2	Os02g0288400,Os02g0288700
2	166	11015828	11059975	2	Os02g0291000,Os02g0291400
2	3308	11071696	11120334	2	Os02g0291600,Os02g0292600
2	994	11209135	11294043	2	Os02g0294700,Os02g0295700
2	19	11427608	11473389	2	Os02g0298200,Os02g0299000
2	658	11716855	11753711	3	Os02g0302200,Os02g0302450,Os02g0302700
2	659	12065293	12079958	2	Os02g0307400,Os02g0307700
2	555	12113907	12129233	2	Os02g0308400,Os02g0308800
2	1618	12143096	12154677	2	Os02g0309200,Os02g0309500
2	1618	12191527	12219582	2	Os02g0310500,Os02g0311150
2	3916	12650106	12657291	2	Os02g0318200,Os02g0318400
2	29	12664725	12680627	3	Os02g0318450,Os02g0318500,Os02g0318600
2	1623	15044721	15059599	2	Os02g0454500,Os02g0454700
2	92	15130358	15134819	2	Os02g0455800,Os02g0455900
2	34	16082576	16091031	2	Os02g0472500,Os02g0472566
2	166	16503646	16534304	2	Os02g0480466,Os02g0480800
2	656	16678288	16703949	3	Os02g0483500,Os02g0483800,Os02g0484200
2	656	16750745	16836043	3	Os02g0485000,Os02g0485800,Os02g0486500
2	30	17165188	17175893	3	Os02g0491600,Os02g0491700,Os02g0491800
2	855	17183488	17265927	5	Os02g0491900,Os02g0492000,Os02g0492600,Os02g0492900,Os02g0493050
2	856	17308584	17335567	2	Os02g0494000,Os02g0494400
2	96	17676359	17678224	2	Os02g0500700,Os02g0502300
2	567	17862192	17886285	5	Os02g0503700,Os02g0503800,Os02g0503850,Os02g0503900,Os02g0504000
2	212	18145538	18211991	3	Os02g0508100,Os02g0508801,Os02g0509500
2	2412	18277595	18310133	2	Os02g0511100,Os02g0511400
2	3962	19011509	19020302	2	Os02g0521500,Os02g0521600
2	2414	19058884	19072348	2	Os02g0522700,Os02g0522800
2	2425	19834281	19838827	2	Os02g0537000,Os02g0537100
2	619	21246217	21291741	6	Os02g0559500,Os02g0559900,Os02g0560300,Os02g0560700,Os02g0561100,Os02g0561500
2	1	21250083	21308677	7	Os02g0559800,Os02g0560200,Os02g0560600,Os02g0561000,Os02g0561400,Os02g0561800,Os02g0561900
2	119	21662608	21741960	3	Os02g0569000,Os02g0569400,Os02g0569900
2	294	21788170	21813457	2	Os02g0570500,Os02g0570700
2	1173	21853581	21897686	2	Os02g0571300,Os02g0571800
2	1	21917368	21926203	2	Os02g0572200,Os02g0572300
2	595	21995524	22017622	3	Os02g0573500,Os02g0574000,Os02g0574100
2	207	22311834	22321276	2	Os02g0579800,Os02g0580000
2	1647	22468206	22475689	2	Os02g0582600,Os02g0582800
2	4022	22509550	22531379	2	Os02g0583700,Os02g0584200
2	664	22550855	22562946	4	Os02g0584700,Os02g0584800,Os02g0585100,Os02g0585200
2	4023	22572570	22580613	2	Os02g0585700,Os02g0586000
2	4024	22622384	22627180	2	Os02g0586900,Os02g0587000
2	496	22722799	22726713	2	Os02g0589000,Os02g0589100
2	496	22757091	22808493	5	Os02g0589700,Os02g0589900,Os02g0590000,Os02g0590200,Os02g0590400
2	1649	23069835	23085477	2	Os02g0594900,Os02g0595100
2	121	23386353	23404718	2	Os02g0599151,Os02g0599200
2	665	23688585	23712446	4	Os02g0604600,Os02g0604700,Os02g0604800,Os02g0605000
2	665	23784761	23812868	3	Os02g0607000,Os02g0607100,Os02g0607400
2	1654	23885640	23890742	2	Os02g0608550,Os02g0608600
2	942	24293057	24354486	3	Os02g0614966,Os02g0615500,Os02g0615800
2	4066	24432055	24467715	2	Os02g0616800,Os02g0617075
2	2451	24683711	24692425	2	Os02g0620533,Os02g0620566
2	265	24973448	25009018	4	Os02g0626100,Os02g0626400,Os02g0626600,Os02g0627100
2	24	25348252	25360011	2	Os02g0632800,Os02g0632900
2	4090	25459520	25469526	2	Os02g0635000,Os02g0635200
2	1185	25523466	25529056	2	Os02g0636600,Os02g0636700
2	324	25727478	25736658	2	Os02g0640600,Os02g0640800
2	4	25759841	25780795	2	Os02g0641300,Os02g0641900
2	78	26171617	26202104	2	Os02g0649900,Os02g0650300
2	4102	26381932	26389528	2	Os02g0654000,Os02g0654100
2	2	26422187	26457942	2	Os02g0654700,Os02g0655200
2	2	26524619	26552002	2	Os02g0656600,Os02g0657000
2	128	26579595	26582533	2	Os02g0657775,Os02g0657850
2	869	26638624	26650582	2	Os02g0658600,Os02g0658800
2	407	26639629	26650194	2	Os02g0658651,Os02g0658850
2	2464	26701872	26756492	2	Os02g0659700,Os02g0660800
2	22	26804988	26815393	2	Os02g0662000,Os02g0662100
2	480	26841588	26854948	2	Os02g0662700,Os02g0663100
2	4108	26841960	26854630	2	Os02g0662900,Os02g0663200
2	778	27156852	27162721	2	Os02g0668900,Os02g0669000
2	1667	27386926	27394188	2	Os02g0673000,Os02g0673100
2	2	27621222	27654206	2	Os02g0676800,Os02g0677300
2	37	28132758	28154410	3	Os02g0686700,Os02g0686800,Os02g0687200
2	875	28532904	28548337	3	Os02g0694400,Os02g0694600,Os02g0694700
2	308	28582125	28587965	2	Os02g0695800,Os02g0695900
2	1675	29226814	29234195	2	Os02g0707000,Os02g0707100
2	337	29515727	29523253	2	Os02g0712600,Os02g0712700
2	602	29890269	29894313	2	Os02g0720500,Os02g0720600
2	2120	30343011	30347793	2	Os02g0729100,Os02g0729200
2	879	30631324	30654596	3	Os02g0734400,Os02g0734500,Os02g0734600
2	4169	30763036	30766141	2	Os02g0736700,Os02g0736900
2	1195	30775901	30785350	3	Os02g0737200,Os02g0737300,Os02g0737401
2	4170	30787801	30799746	2	Os02g0737950,Os02g0738100
2	1879	31120649	31129535	2	Os02g0742800,Os02g0742900
